category,sec,week,latitude,longitude,lux,accelx,accely,accelz,gyroX,gyroY,gyroZ,decibel,peak,mag1,mag2,mag3,mag4,mag5,mag6,mag7,mag8,mag9,mag0,bssidcnt,rssisum,idx1,idx2,idx3,idx4,idx5,idx6,idx7,idx8,idx9,idx0,rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8,rssi9,rssi0,inclass
sleep,16785,7,35.56787495,129.24558378,0.0,0.0,0.0,0.0,0.00079894776,-0.0005326318,0.0030626329,21.101047359530355,41.0,1417.811908191948,447.2829111804196,390.3368381273029,168.30475332620082,163.34117174285882,146.92022570876452,123.95820174768204,133.59109252769687,132.42213180758347,156.94339906454135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sleep,16790,7,35.56787495,129.24558378,0.0,0.0,0.0,0.0,0.00066578976,-0.00079894776,0.002663159,22.552805834225538,45.0,1210.8197946072064,543.6372072348199,299.8391218600662,287.1957356234078,190.6152004933253,141.147197789588,165.2720027878754,145.62536014689758,145.73176032201923,222.1842845520234,15,-652,0,1,2,3,4,5,6,7,8,9,-31,-39,-41,-47,-72,-83,-84,-84,-85,-86,0
sleep,16795,7,35.56787495,129.24558378,0.0,0.0,0.0,0.0,0.0009321057,-0.0018642114,0.005326318,27.81180761048453,96.0,2201.1205774135,1072.1102750705388,910.4737988110428,449.946327905472,475.3250921103197,299.5536570573456,351.6802810514772,242.57548790113643,462.35640679375024,469.0962067707876,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16800,7,35.56787495,129.24558378,0.0,0.0,0.0,0.0,0.0014647375,-0.0011984216,0.0043942127,22.48026662635226,43.0,1347.4635073808608,711.20221240581,511.8635310373897,329.8675073008333,234.67104387319557,160.43143390221044,198.17702617618528,168.7808129349646,147.4609248094237,172.41591797424874,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16805,7,35.56787495,129.24558378,0.0,0.0,0.0,0.0,0.0015978955,-0.0011984216,-0.002929475,20.03716272618552,35.0,1582.3103846479376,415.8802533519164,259.561416982599,229.63696347800956,200.3953060505123,172.21849917895912,120.08520008865354,128.69097865047473,120.3680746834033,143.904592778972,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16810,7,35.56773255,129.24583962,0.0,0.0,0.0,0.0,0.0015978955,-0.0011984216,-0.00039947388,21.810240805906567,38.0,735.1318544072542,666.8136353493867,386.2885949813674,283.23517536940966,144.9267296830309,155.34547100476658,181.5063783923244,136.99948115115356,141.55015688909972,263.4406241508816,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16815,7,35.56773255,129.24583962,0.0,0.0,0.0,0.0,0.00079894776,-0.0010652636,-0.002929475,22.93577103329159,43.0,1971.4158403135807,1017.4055406120624,431.650569535718,248.81223280614392,179.180983294678,177.2213144793678,132.45938011560725,144.81768381732783,127.448130445498,127.36829999303936,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16820,7,35.56770718,129.24589824,0.0,0.0,0.0,0.0,0.0015978955,-0.0010652636,-0.00585895,31.29449271584583,128.0,5395.274369988082,2159.521792970745,2476.876854152218,1699.022528191631,1231.2821983731192,1141.00834505689,1182.6501672822071,564.4718976666314,761.3814280603149,1021.983403710614,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16825,7,35.56770718,129.24589824,0.0,0.0,0.0,0.0,0.0017310535,-0.0019973693,0.002796317,20.87736271494473,42.0,2091.2836755596227,594.2807740776508,319.8164794961263,219.9674314938958,169.23396412858995,131.40090348655056,106.12155546463754,142.1867408823311,104.72257768322248,122.05917118409498,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16830,7,35.56770718,129.24589824,0.0,0.0,0.0,0.0,0.0011984216,-0.0017310535,0.002530001,19.840121672615943,32.0,1265.3232384961584,798.4474439864545,316.8003947670218,203.30367208695623,133.0974862994316,120.4216060961697,128.50417430556035,113.26781147076524,115.7246751661038,134.8585228485537,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16835,7,35.56770718,129.24589824,0.0,0.0,0.0,0.0,0.0014647375,-0.0010652636,0.0002663159,20.562453238947363,32.0,1667.4190581621117,939.4538873064948,404.9237763521842,229.0289655005227,231.06882949776212,184.3283480565532,156.79493248883875,136.42497117915758,154.5237777397145,135.67294071070603,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16841,7,35.56770718,129.24589824,0.0,0.0,0.0,0.0,0.0013315795,-0.0011984216,-0.00039947388,24.160579152225846,48.0,1392.774682032902,494.3618611889693,321.3773154188914,114.04530984225175,174.75892600395605,124.90729185369332,124.12048539511106,126.96357841336882,114.4430928595348,154.12075709634377,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16846,7,35.56770718,129.24589824,0.0,0.0,0.0,0.0,0.0014647375,-0.0010652636,0.0002663159,20.611254334545844,34.0,755.1013832939859,816.0606312846628,309.2050677281824,256.9007342844286,171.09515334250207,146.43603079836592,122.97440266159424,120.22398680699698,116.35640433367428,129.7833705882497,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16851,7,35.56770718,129.24589824,0.0,0.0,0.0,0.0,0.0013315795,-0.00066578976,-0.0009321057,20.255892786851877,36.0,2782.398380097532,676.8148617304141,255.50543265580524,186.78266478559016,156.47252846082569,145.89623449259204,136.6606284238089,123.9328292804906,135.4303940750347,126.83761283863636,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16856,7,35.56770718,129.24589824,0.0,0.0,0.0,0.0,0.0013315795,-0.00079894776,-0.0017310535,18.67696297146193,28.0,579.7108473555968,685.5720303625516,366.6882187608011,187.6056162611382,185.7860258538509,150.6600703792299,116.9004102189158,136.64026134080987,115.51865889628354,119.3955278076868,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16861,7,35.56770718,129.24589824,0.0,0.0,0.0,0.0,0.0010652636,-0.0010652636,0.0015978955,20.863121522875776,33.0,902.5668726764636,678.2630015602585,229.0042057442987,265.20270635187666,141.84097530111222,169.3598476312406,135.93595361979106,95.55261381893878,131.9065077169028,139.21017194045706,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16866,7,35.56770718,129.24589824,0.0,0.0,0.0,0.0,0.0013315795,-0.0011984216,0.0005326318,19.480044873216016,28.0,455.2407170479921,740.7372645388691,506.0322832968047,273.16719956990414,183.80281490814212,139.47722161133038,137.44071949599297,107.14306292393196,115.49553167029656,152.89423526125927,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16871,7,35.56770718,129.24589824,0.0,0.0,0.0,0.0,0.0013315795,-0.0013315795,0.0041278964,28.184856627436886,65.0,1670.0391367025472,547.3606374064909,238.62502130758787,237.64930359856984,167.60566511538414,169.2121974477712,129.82597410584415,106.95498743478171,107.6128599466829,132.9790285940903,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16876,7,35.56770718,129.24589824,0.0,0.0,0.0,0.0,0.0014647375,-0.0009321057,-0.0005326318,19.357534839563392,33.0,2131.3425430514653,508.6016076915501,354.91178083407345,219.4176708221835,196.80082267314611,148.10588410960582,130.55286202123426,118.16031014222274,112.3759925800526,126.26801758828384,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16881,7,35.56770718,129.24589824,0.0,0.0,0.0,0.0,0.0014647375,-0.00039947388,0.006391582,19.63553314986104,32.0,1440.219749058393,503.2371111531942,287.7451359176995,254.77180241793712,183.81142192046912,148.32501430739924,131.0763819426948,120.92979055886693,116.57603026020128,144.18346896990138,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16886,7,35.56770718,129.24589824,0.0,0.0,0.0,0.0,0.0015978955,-0.0009321057,0.003195791,21.861636356731605,35.0,1783.3551221527484,613.839014355907,309.503046001633,269.6537984624066,207.5548782169541,174.5968033202465,144.12412042247772,146.52395284246242,126.2436388894174,167.89853120824026,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16891,7,35.56770718,129.24589824,0.0,0.0,0.0,0.0,0.0014647375,-0.00079894776,-0.0021305273,17.30161988821474,25.0,1480.8988452320427,771.8390265532076,382.2968110389823,278.75994633503416,116.06959943766611,146.17067983714378,154.6805033951616,126.69348172018314,124.9825627924145,150.94647712970823,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16896,7,35.56770718,129.24589824,0.0,0.0,0.0,0.0,0.0011984216,-0.0014647375,0.0037284228,19.69889176589114,35.0,1711.5403353941288,886.1143775567832,275.7318504668796,211.58798428290373,161.3740130751191,181.30936497671925,142.5811137370254,123.32479739074444,102.66091228977974,135.79930637173229,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16901,7,35.56770718,129.24589824,0.0,0.0,0.0,0.0,0.0011984216,-0.0013315795,-0.0030626329,18.36090179662198,30.0,1095.0247819873491,408.9455236915777,293.647451374324,225.56171428924463,165.09802439632196,152.83772738666266,125.87027204615868,139.13442461788708,142.12202749391997,143.91432632184708,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
sleep,16906,7,35.56770718,129.24589824,0.0,0.0,0.0,0.0,0.0013315795,-0.0014647375,0.0073236874,27.412943034785396,84.0,1896.71077872924,1660.994051932843,859.476529969252,737.5243396465314,629.0514630343544,703.6437607594066,498.854077395487,715.8655030650755,694.7547138782917,674.3683961408599,10,-672,0,2,1,3,4,6,10,8,11,12,-35,-43,-44,-45,-77,-81,-83,-86,-88,-90,0
