category,sec,week,latitude,longitude,lux,accelx,accely,accelz,gyroX,gyroY,gyroZ,decibel,peak,mag1,mag2,mag3,mag4,mag5,mag6,mag7,mag8,mag9,mag0,bssidcnt,rssisum,idx1,idx2,idx3,idx4,idx5,idx6,idx7,idx8,idx9,idx0,rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8,rssi9,rssi0,inclass
study,8685,7,35.57361955,129.18793405,326.0,0.047285482,0.30047232,9.809045,0.0061252657,-0.002796317,-0.00013315796,29.86643668670932,234.0,5685.387432462678,3361.6030724336465,1257.48287357902,617.1184333468245,301.2748478007717,255.01350646506955,332.1962573069817,255.69240922019625,395.8543776075904,846.188666799411,54,-560,0,11,1,10,3,2,4,6,5,7,-53,-54,-55,-55,-56,-56,-56,-57,-59,-59,0
study,8690,7,35.57361955,129.18793405,329.0,0.054468088,0.28550854,9.812635,0.0046605286,-0.002929475,-0.0022636852,29.640185271518064,89.0,8713.130689384338,4899.15278139441,1748.285012721979,698.924645123954,402.4699974952978,268.548108720599,203.69933711142292,178.25181495598952,151.51380258904257,196.4419695671696,54,-560,0,11,1,10,3,2,4,6,5,7,-53,-54,-55,-55,-56,-56,-56,-57,-59,-59,0
study,8695,7,35.57361955,129.18793405,323.0,0.044891283,0.31124622,9.820416,0.005326318,-0.0037284228,0.0014647375,30.452835675339912,115.0,10475.171042487433,4311.700113197561,1650.1395288283702,541.2720513320336,443.6866271507902,185.3077119306912,259.7490465332916,218.76560815227924,291.7101894273083,395.9386759252784,54,-560,0,11,1,10,3,2,4,6,5,7,-53,-54,-55,-55,-56,-56,-56,-57,-59,-59,0
study,8700,7,35.57361955,129.18793405,319.0,0.047884032,0.31663316,9.818023,0.005060002,-0.0038615807,0.0041278964,28.55751980851572,76.0,8807.208019257081,2876.815297513714,1482.2273144318262,610.9472682244976,309.9501171655077,270.6082713355978,223.6253247484751,166.8491664240731,145.68474130601928,195.87236137843516,54,-560,0,11,1,10,3,2,4,6,5,7,-53,-54,-55,-55,-56,-56,-56,-57,-59,-59,0
study,8705,7,35.57361955,129.18793405,316.0,0.050876785,0.31543607,9.8198185,0.0045273704,-0.0038615807,0.0047936863,28.267048219846277,75.0,6898.608275194303,2197.4933311213617,1624.1173147897505,553.0435475627082,394.7080997330863,308.2834224541196,221.3282221227054,236.47273410517357,269.32512370597044,454.0229824616792,54,-560,0,11,1,10,3,2,4,6,5,7,-53,-54,-55,-55,-56,-56,-56,-57,-59,-59,0
study,8710,7,35.57361955,129.18793405,314.0,0.050278235,0.31543607,9.818622,0.0046605286,-0.002929475,-0.003195791,28.79693663934229,94.0,7472.992459677264,2873.227915328033,1824.5040399394532,853.5168724242067,438.0580721667466,374.1107206256777,235.8497077263996,174.2597198785139,181.9317954280033,168.35023446329168,54,-560,0,11,1,10,3,2,4,6,5,7,-53,-54,-55,-55,-56,-56,-56,-57,-59,-59,0
study,8715,7,35.57361955,129.18793405,314.0,0.045489833,0.31783026,9.81922,0.0051931604,-0.0035952649,0.0043942127,29.69436584577213,106.0,9372.842560290894,3676.801658592936,2628.8333298660527,770.7299834786111,637.9119949598917,384.4113291850729,272.40909788546213,264.049662594024,278.8213838250347,270.8380703635958,54,-560,0,11,1,10,3,2,4,6,5,7,-53,-54,-55,-55,-56,-56,-56,-57,-59,-59,0
study,8720,7,35.57361955,129.18793405,296.0,0.047884032,0.3333926,9.8198185,0.0049268445,-0.0037284228,-0.0014647375,30.878084439498068,96.0,14379.968180482085,3708.414489019976,1107.750417663779,814.7914986262172,460.5299722777395,285.0279231632954,235.6119639762049,187.4496211853485,155.0645562061708,151.43319289290292,54,-560,0,11,1,10,3,2,4,6,5,7,-53,-54,-55,-55,-56,-56,-56,-57,-59,-59,0
study,8725,7,35.57361955,129.18793405,295.0,0.049081136,0.33279404,9.818023,0.0043942127,-0.0030626329,0.0005326318,28.228331249749765,77.0,5500.948015752603,4938.2216538872,1319.7514478915723,361.5080836107201,212.50567278568948,356.0278382073955,273.30720567748097,228.67669702815428,304.40011449922736,608.6562311187921,54,-560,0,11,1,10,3,2,4,6,5,7,-53,-54,-55,-55,-56,-56,-56,-57,-59,-59,0
study,8730,7,35.57361955,129.18793405,295.0,0.044292733,0.33279404,9.8198185,0.0045273704,-0.003462107,0.0017310535,28.69659881840593,86.0,7412.122202557981,3742.2375149000895,1939.832411578996,722.7575061646735,403.90209303977286,358.7058191586224,283.88899131081286,214.0336419120248,188.0827778650253,218.1097087833179,54,-560,0,11,1,10,3,2,4,6,5,7,-53,-54,-55,-55,-56,-56,-56,-57,-59,-59,0
study,8736,7,35.57361955,129.18793405,295.0,0.049081136,0.3321955,9.817424,0.0046605286,-0.0030626329,-0.0002663159,29.320869903684432,96.0,7242.602221695297,4364.431069825988,1509.658857331987,671.7339148062603,385.0652987754302,301.3693486445909,208.13436242310289,196.27472315283975,245.1125234407293,393.8480194125346,54,-560,0,11,1,10,3,2,4,6,5,7,-53,-54,-55,-55,-56,-56,-56,-57,-59,-59,0
study,8741,7,35.57361955,129.18793405,295.0,0.048482586,0.3298013,9.813833,0.0046605286,-0.002796317,0.0054594763,28.825019856261747,88.0,8834.339290457896,4446.048489178378,1482.752937974822,581.106442339053,380.4819191831927,247.6826045053601,193.54427141567544,194.0071658579265,231.11380696670955,325.93722401729025,54,-560,0,11,1,10,3,2,4,6,5,7,-53,-54,-55,-55,-56,-56,-56,-57,-59,-59,0
study,8746,7,35.57361955,129.18793405,295.0,0.044891283,0.33159694,9.818023,0.0049268445,-0.0030626329,-0.0011984216,29.065636523044507,89.0,8041.614904025835,4104.809276634668,1105.208967873398,421.2440447596904,205.73686875907745,241.45589822569303,203.2093460281563,135.67892468490413,160.47433741088227,187.76758123790825,54,-560,0,11,1,10,3,2,4,6,5,7,-53,-54,-55,-55,-56,-56,-56,-57,-59,-59,0
study,8751,7,35.57361955,129.18793405,294.0,0.048482586,0.33039984,9.820416,0.0049268445,-0.003195791,0.0013315795,26.86466190748496,76.0,1390.0697958634923,1231.421238712214,1291.843335387009,597.2421693867601,467.4597625375812,438.5466739673883,236.8600404756979,330.37549614905924,231.82105650393584,413.9695171807216,54,-560,0,11,1,10,3,2,4,6,5,7,-53,-54,-55,-55,-56,-56,-56,-57,-59,-59,0
study,8756,7,35.57361955,129.18793405,294.0,0.049081136,0.32621,9.820416,0.0047936863,-0.003462107,-0.0014647375,31.963719044417505,124.0,6996.597464203382,3885.939165495055,3961.212170062378,725.6538862859554,581.0752892314516,375.57925568910457,335.6970466576693,305.90704484502953,411.73451577112894,686.4865778530993,57,-568,2,4,6,1,0,10,5,7,3,8,-56,-56,-56,-56,-57,-57,-57,-57,-58,-58,0
study,8761,7,35.57361955,129.18793405,294.0,0.049679685,0.33279404,9.8198185,0.005992108,-0.0035952649,-0.005725792,30.133436329043526,91.0,4068.5510971485246,4365.645917316257,2388.567076869255,1204.0042374290383,547.1693186254261,346.6505578349332,303.7559337861347,273.9789763249419,267.1021837762139,382.0012657651058,55,-566,0,3,2,4,6,1,11,5,10,7,-55,-56,-56,-56,-56,-57,-57,-57,-58,-58,0
study,8766,7,35.57361955,129.18793405,330.0,0.050876785,0.30825347,9.821015,0.0039947387,-0.0039947387,0.005992108,29.408924955101703,100.0,5022.548727109258,3629.960661601354,3041.440117371278,712.8263046082369,724.5639863227531,537.1788355534809,715.8658354576274,390.9719490712252,254.7848326037247,421.4358745558194,55,-559,0,1,11,10,2,3,4,6,7,8,-54,-54,-55,-55,-56,-57,-57,-57,-57,-57,0
study,8771,7,35.57361955,129.18793405,307.0,0.05207389,0.31244332,9.820416,0.00585895,-0.0035952649,-0.0019973693,28.298384128384267,76.0,5687.032965098368,3015.785658288541,1471.24864822036,545.4946413196312,273.5920767995845,228.8671586881691,160.43255892818496,142.76434428897466,155.07136395728674,244.1686028683849,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8776,7,35.57361955,129.18793405,301.0,0.050278235,0.31004912,9.820416,0.0054594763,-0.0035952649,-0.0022636852,30.61899505880932,99.0,11191.068378569576,2156.734384505406,1029.214455564726,482.82593123618585,227.8414025061685,166.17137596655778,164.8784167913534,140.96515266244572,150.72708257104242,251.7881858747701,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8781,7,35.57361955,129.18793405,310.0,0.050876785,0.31184477,9.81922,0.0047936863,-0.0035952649,0.0023968432,30.23413691299188,116.0,7563.60307983872,2296.7508903875,1461.0262374974254,300.5178987745601,217.33592930647924,240.0387149900272,169.92357402896857,150.6916322061605,164.53935290623775,369.8250106740838,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8786,7,35.57361955,129.18793405,305.0,0.05267244,0.31244332,9.824008,0.0047936863,-0.0038615807,0.003462107,28.193990510779543,81.0,5960.923290459824,2664.8466550095577,1168.1683206551554,474.8949882526669,224.37098734952508,263.4242878133837,248.52348535498305,356.5948777662383,209.3337220216413,249.10776495140175,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8791,7,35.57361955,129.18793405,306.0,0.053869538,0.30705637,9.816826,0.0049268445,-0.0035952649,0.0037284228,27.220168182377616,87.0,8420.396284918721,4003.563491077193,935.2412091206154,658.6596095187263,297.4301004480673,219.90767337710687,210.77531662125256,147.0478638558309,144.92904027480225,159.0700149239964,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8796,7,35.57361955,129.18793405,307.0,0.048482586,0.31064767,9.821015,0.0047936863,-0.0037284228,0.0013315795,27.60247837183449,78.0,7363.628251798762,5429.474481164541,1709.009536378441,743.8218770439431,591.6993127562693,355.2543664531511,271.40321170772216,232.63097783133964,183.7382614632947,181.32434429622043,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8801,7,35.57361955,129.18793405,307.0,0.050876785,0.31064767,9.821015,0.005060002,-0.003462107,-0.0041278964,27.48640686009143,73.0,6300.737467321029,2735.513152851569,1548.705009654808,581.2038065260333,374.2466424939037,185.0712068933567,231.025111725885,152.1103986747065,164.41669514299673,222.4785510460228,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8806,7,35.57361955,129.18793405,321.0,0.055066638,0.29867667,9.820416,0.0038615807,-0.003462107,0.002663159,28.491900273797377,78.0,10838.509795134172,2471.195369509864,1132.1970197601413,608.3943051167842,381.77678732267873,243.423170191531,202.1303567817664,175.5840917290207,165.2595832710007,151.67209042478612,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8811,7,35.57364703,129.18788026,316.0,0.05566519,0.30885202,9.821015,0.0045273704,-0.0035952649,0.0039947387,30.315896830631655,98.0,8946.373909261996,4648.841666748341,1189.1381655668602,754.771807930555,358.8230557881734,217.3793130706058,200.81451546106325,190.5877490633493,166.0241980730756,165.72106393267012,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8816,7,35.57368707,129.18779413,310.0,0.05327099,0.31064767,9.81922,0.0049268445,-0.0037284228,-0.003195791,28.828033277556862,92.0,6340.025954219277,2864.3472391106543,1526.5587449406612,614.850248991893,349.5995097751854,252.85774638577,182.56315185380456,163.77486515441197,135.36539735248562,176.42102583976367,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8821,7,35.57368707,129.18779413,303.0,0.053869538,0.31004912,9.818023,0.005060002,-0.003462107,-0.00066578976,28.408314931414687,97.0,6642.650009832487,4430.690233834066,1241.8952582435804,427.0553098931342,336.6603149374028,264.593971444408,209.02761684218,154.6594064728415,135.52851241133806,207.44797271211507,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8826,7,35.57370624,129.18774923,298.0,0.05207389,0.29628247,9.8198185,0.0049268445,-0.003195791,-0.0002663159,28.364729987802164,80.0,5799.2077326009385,2479.2106347530616,963.0083491008322,670.5193762046315,332.17339984797366,206.71803749720524,256.9967290341861,201.04853101611303,162.5032950455684,181.6940655031372,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8831,7,35.5736703,129.1877654,296.0,0.053869538,0.31423897,9.822212,0.0051931604,-0.003328949,0.0042610546,27.581706938682448,68.0,8639.188598333634,3158.5072681524152,1109.8019024161297,462.2254881286114,278.16080613563514,178.7257031453682,154.14217220279895,128.25842555306173,124.49906800122366,144.86340695616417,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8836,7,35.57362437,129.18774134,296.0,0.050876785,0.31663316,9.821015,0.005060002,-0.0035952649,0.0009321057,28.87367185278661,77.0,6591.88593662208,2764.8183605147765,1780.3526431089713,383.4431204261713,297.0486003534143,180.78260778519368,172.10735414685516,125.02529246927725,152.73285170914485,151.68596194033668,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8841,7,35.57362437,129.18774134,308.0,0.050876785,0.30945057,9.820416,0.0047936863,-0.0035952649,0.002530001,27.48419281593328,79.0,7316.911626706842,2217.11435095332,1351.7053402254053,443.3303442975465,236.1690296184573,158.10941376643447,164.50189747168127,134.57963469313472,126.88550077730912,145.92058898279268,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8846,7,35.57363718,129.18777337,311.0,0.050876785,0.31304187,9.821015,0.0049268445,-0.003462107,-0.005060002,28.669872869301955,112.0,6891.585201739269,4667.182183432827,1216.5839694069298,377.3160105759805,213.34145655058663,180.65121922164028,138.21594213163473,144.3022064943381,336.0089798192636,369.52847778818574,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8851,7,35.57363718,129.18777337,321.0,0.050876785,0.31244332,9.812037,0.0041278964,-0.003195791,-0.0035952649,27.6283089636346,68.0,3160.893590328672,2766.9311547493867,867.7177445185747,449.8946265276685,180.60551941848755,175.7461509420161,149.22466489326243,139.99196949892047,131.856355712435,164.27355037790966,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8856,7,35.57363718,129.18777337,311.0,0.050876785,0.31663316,9.821015,0.005992108,-0.003462107,-0.0030626329,30.521500808615315,167.0,7872.798422269279,4090.812159124745,1542.9861992123435,409.684772467422,228.9587871256056,213.57514704001463,245.72521114200893,160.60551414706134,356.26156841295324,442.9580091929664,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8861,7,35.57363718,129.18777337,322.0,0.05267244,0.30166942,9.82341,0.0030626329,-0.0037284228,0.0014647375,30.9161357804155,202.0,13478.249590029309,2690.875314795928,1623.7460391128204,435.4114287226944,317.6666303173207,287.4526244166664,268.0259991389636,349.9787735676026,473.4291847198149,745.4078642260017,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8866,7,35.57363718,129.18777337,326.0,0.054468088,0.30406362,9.820416,0.0061252657,-0.0037284228,-0.002530001,28.37526612982717,115.0,6311.505059305029,3333.144621054092,1057.6983272965836,600.5677273379764,335.7065155320108,290.5968364080408,222.13034970416263,166.31898974283067,136.38554228391908,157.31513779553845,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8871,7,35.57362309,129.18780472,305.0,0.050876785,0.30885202,9.817424,0.005060002,-0.003328949,0.0046605286,28.58966304058577,105.0,3943.505335374195,3430.804694765393,1383.0248092020088,403.2229287564371,273.596920606573,181.94559458961703,187.2726307946663,120.33392792199784,149.37030606979795,185.81314048240955,54,-551,0,11,10,1,3,2,4,6,5,7,-53,-53,-53,-54,-55,-55,-56,-57,-57,-58,0
study,8877,7,35.57362309,129.18780472,308.0,0.048482586,0.31244332,9.818023,0.005060002,-0.003462107,0.0041278964,28.25745151474694,82.0,10740.530816731076,3120.1679783894588,1852.9941785102865,624.2329159639087,324.4187401947659,255.90282198762088,214.17723765707228,167.80906703687495,156.28732212472573,179.85889322824195,60,-579,3,2,4,6,5,7,9,14,15,16,-57,-57,-57,-57,-58,-58,-58,-59,-59,-59,0
study,8882,7,35.57360475,129.18783155,300.0,0.051475335,0.31184477,9.813833,0.005592634,-0.0037284228,-0.0013315795,31.26288807729828,99.0,9739.37159758458,3732.4114643280177,1423.6862793760354,500.3639653753745,365.1507067913528,221.69844571918284,271.11106913225973,160.5228506971291,206.6459528546256,276.50451841772355,59,-545,1,0,11,10,3,2,4,6,5,7,-52,-53,-53,-53,-55,-55,-55,-55,-56,-58,0
study,8887,7,35.57360475,129.18783155,302.0,0.050876785,0.31543607,9.821015,0.0046605286,-0.003462107,0.0019973693,28.42728135906483,73.0,3734.5867812664455,3203.5166957287647,1149.8234040891066,390.7788616236624,251.4333085045647,254.89744827703163,176.63459754945478,140.57094496128548,147.49041069310852,213.01851427080624,62,-547,0,1,10,3,2,4,6,11,7,9,-52,-53,-53,-54,-55,-55,-55,-56,-57,-57,0
study,8892,7,35.57360475,129.18783155,305.0,0.048482586,0.31064767,9.822811,0.005725792,-0.0043942127,-0.0047936863,37.04377171596734,1110.0,4046.66264102028,1437.8847807698903,1354.5247512941207,438.3990498986856,297.3232061522445,235.59761357212423,232.8955489802974,333.33019901077813,332.9975870843533,1081.4209965283767,58,-542,0,11,10,1,2,3,6,4,5,14,-51,-51,-51,-52,-54,-55,-55,-56,-58,-59,0
study,8897,7,35.57360475,129.18783155,329.0,0.049679685,0.30107087,9.8276,0.0051931604,-0.0042610546,0.002530001,27.22280808263931,126.0,8070.043218222259,2970.422176720055,1080.3458520610864,534.814562656527,223.127521058749,182.60753464005305,165.78582670962354,163.84599529775852,178.07873073606603,201.56140211832704,58,-542,0,11,10,1,2,3,6,4,5,14,-51,-51,-51,-52,-54,-55,-55,-56,-58,-59,0
study,8902,7,35.57360475,129.18783155,321.0,0.050278235,0.30585927,9.816826,0.0046605286,-0.0039947387,0.0023968432,27.302634771477127,71.0,4864.9415775014295,2211.0764677561097,1273.1029889891254,499.6539878135757,320.53896886897945,246.6561609806911,160.38134129066833,134.5056033043611,142.35356273156708,150.1221364503716,58,-542,0,11,10,1,2,3,6,4,5,14,-51,-51,-51,-52,-54,-55,-55,-56,-58,-59,0
study,8907,7,35.57360475,129.18783155,323.0,0.050876785,0.31004912,9.821015,0.005060002,-0.0037284228,0.002796317,26.75421825704491,64.0,5149.994961517904,2540.8948539228268,1662.356707867585,555.9366858762638,334.79205620877354,243.38070528774395,220.62138211553116,180.15147104621437,170.39017013940435,161.90228211756545,58,-542,0,11,10,1,2,3,6,4,5,14,-51,-51,-51,-52,-54,-55,-55,-56,-58,-59,0
study,8912,7,35.57360475,129.18783155,315.0,0.050876785,0.29568392,9.820416,0.0049268445,-0.0035952649,-0.0005326318,35.05622799192425,346.0,4741.431152226672,5958.614352551773,3694.642075893481,3248.6614241199354,2169.0458880089386,1264.5682303487913,1014.4441080213847,979.1349589730418,1449.5490061345208,2546.78115841599,58,-542,0,11,10,1,2,3,6,4,5,14,-51,-51,-51,-52,-54,-55,-55,-56,-58,-59,0
study,8917,7,35.57360475,129.18783155,317.0,0.046686932,0.29388827,9.821614,0.0047936863,-0.0039947387,-0.002530001,28.844274147312355,82.0,9192.716764576648,2179.213604000295,1179.36497443833,770.9202618508119,359.0004902875444,244.836854437158,228.76096977794452,163.38547160174568,171.70081687341312,177.9684680268021,58,-542,0,11,10,1,2,3,6,4,5,14,-51,-51,-51,-52,-54,-55,-55,-56,-58,-59,0
study,8922,7,35.57358179,129.18787054,305.0,0.050876785,0.31364042,9.820416,0.0042610546,-0.0042610546,0.007989477,28.84946846918445,87.0,4615.179700388606,5162.436210162337,1304.544165872099,530.9280784092566,368.6080973190124,273.96474940539,221.6708798740553,180.5865308646692,139.92449204410562,188.48566872086556,58,-542,0,11,10,1,2,3,6,4,5,14,-51,-51,-51,-52,-54,-55,-55,-56,-58,-59,0
study,8927,7,35.57358179,129.18787054,312.0,0.046088383,0.31244332,9.816227,0.0045273704,-0.003195791,0.0002663159,28.61551745169537,77.0,8604.757472780198,2045.208341951725,1418.5262603451686,581.1645388688529,327.8068727894842,212.11938538656935,183.7736945108805,210.3190144089681,172.96929059351578,204.7485667972482,58,-542,0,11,10,1,2,3,6,4,5,14,-51,-51,-51,-52,-54,-55,-55,-56,-58,-59,0
study,8932,7,35.57358179,129.18787054,313.0,0.05327099,0.29688102,9.818622,0.0051931604,-0.0039947387,0.0047936863,27.919110197255005,69.0,7400.970463079311,2889.1626254036782,1243.7984966723902,594.5802382960467,281.61401668023103,249.0229980801095,134.47891062875985,157.24736226767874,149.19949786165907,190.13926837300264,58,-542,0,11,10,1,2,3,6,4,5,14,-51,-51,-51,-52,-54,-55,-55,-56,-58,-59,0
study,8937,7,35.57353669,129.18783014,324.0,0.05327099,0.29747957,9.818023,0.0045273704,-0.0037284228,0.0039947387,26.67367730497781,71.0,9002.806884123756,3178.528758206143,1439.0051018756378,514.091609630107,294.9906775349939,168.5377583021046,167.39407457507875,137.55549546811125,131.35392648940282,144.5912343136592,58,-542,0,11,10,1,2,3,6,4,5,14,-51,-51,-51,-52,-54,-55,-55,-56,-58,-59,0
study,8942,7,35.57353669,129.18783014,320.0,0.055066638,0.29628247,9.820416,0.0049268445,-0.0037284228,-0.00039947388,27.755840383701216,82.0,4125.644305679616,2674.112994031166,1395.3729234722057,384.06506371204046,359.4998822820855,169.06222892985582,137.9633809927407,142.60343721712226,115.17403318787244,161.04852827699915,58,-542,0,11,10,1,2,3,6,4,5,14,-51,-51,-51,-52,-54,-55,-55,-56,-58,-59,0
study,8947,7,35.57349043,129.18780935,314.0,0.050876785,0.30705637,9.822811,0.005060002,-0.0038615807,0.002929475,27.894506646428884,73.0,7116.034714351685,4644.579017914585,913.8006353863684,240.51470666733863,243.2937970564981,159.37124600580265,173.3285211018767,135.55133978463246,153.7784158301327,155.3388679019637,58,-542,0,11,10,1,2,3,6,4,5,14,-51,-51,-51,-52,-54,-55,-55,-56,-58,-59,0
study,8952,7,35.57351916,129.18783896,317.0,0.05327099,0.30466217,9.81084,0.0021305273,-0.0039947387,0.002796317,29.695425305274203,312.0,2890.650078531722,2554.4342447825243,1160.3475481429264,429.4802189753562,268.4503332231888,246.00628392974275,219.39350344214344,146.77905363298518,164.85488013497255,191.98334501372807,58,-542,0,11,10,1,2,3,6,4,5,14,-51,-51,-51,-52,-54,-55,-55,-56,-58,-59,0
